  SYNC    include/config/auto.conf.cmd
      |                     ^~~
drivers/gpu/drm/imx/imx8mp-ldb.c: In function ‘imx8mp_ldb_encoder_mode_valid’:
drivers/gpu/drm/imx/imx8mp-ldb.c:219:21: warning: unused variable ‘ldb’ [-Wunused-variable]
  219 |         struct ldb *ldb = &imx8mp_ldb->base;
      |                     ^~~
  CC      drivers/gpu/drm/imx/dw_mipi_dsi-imx.o
  CC      drivers/gpu/drm/imx/dw_hdmi-imx.o
  CC      drivers/gpu/drm/imx/imx8mp-hdmi-pavi.o
  CC      net/ipv4/udp_tunnel_stub.o
  CC      lib/string.o
  AR      drivers/base/built-in.a
  CC      net/ipv4/ip_tunnel.o
  CC      lib/timerqueue.o
  CC      lib/vsprintf.o
  CC      net/ipv4/sysctl_net_ipv4.o
  CC      net/tls/tls_proc.o
  CC      lib/win_minmax.o
  AR      drivers/gpu/drm/imx/built-in.a
  AR      drivers/gpu/drm/xlnx/built-in.a
  AR      drivers/gpu/drm/gud/built-in.a
  CC      drivers/gpu/drm/drm_bridge_connector.o
  CC      lib/xarray.o
  CC      lib/lockref.o
  CC      net/ipv4/proc.o
  CC      net/tls/trace.o
  CC      net/ipv4/udp_tunnel_core.o
  CC      lib/bcd.o
  CC      net/ipv4/udp_tunnel_nic.o
  CC      net/tls/tls_device.o
  CC      lib/sort.o
  CC      drivers/gpu/drm/drm_crtc_helper.o
  CC      lib/parser.o
  CC      net/ipv4/ipconfig.o
  CC      net/ipv4/netfilter.o
  CC      lib/debug_locks.o
  CC      lib/random32.o
  CC      net/ipv4/inet_diag.o
  CC      net/ipv4/tcp_diag.o
  CC      lib/bust_spinlocks.o
  CC      lib/kasprintf.o
  CC      drivers/gpu/drm/drm_dp_helper.o
  CC      net/ipv4/tcp_cubic.o
  CC      lib/bitmap.o
  CC      lib/scatterlist.o
  CC      net/ipv4/tcp_bpf.o
  CC      net/tls/tls_device_fallback.o
  CC      net/ipv4/udp_bpf.o
  CC      net/ipv4/bpf_tcp_ca.o
  CC      drivers/gpu/drm/drm_dsc.o
  CC      lib/list_sort.o
  CC      lib/uuid.o
  CC      lib/iov_iter.o
  CC      lib/clz_ctz.o
  CC      lib/bsearch.o
  CC      drivers/scsi/libsas/sas_init.o
  CC      drivers/nvme/host/core.o
  CC      drivers/nvme/target/core.o
  AR      net/tls/built-in.a
  CC      net/unix/af_unix.o
  AR      net/ipv4/built-in.a
  CC      net/unix/garbage.o
  CC      lib/find_bit.o
  CC      drivers/gpu/drm/drm_probe_helper.o
  CC      lib/llist.o
  CC      lib/memweight.o
  CC      net/unix/sysctl_net_unix.o
  CC      lib/kfifo.o
  CC      drivers/scsi/libsas/sas_phy.o
  CC      drivers/nvme/target/configfs.o
  CC      lib/percpu-refcount.o
  CC      net/unix/unix_bpf.o
  CC      drivers/gpu/drm/drm_plane_helper.o
  CC      drivers/scsi/libsas/sas_port.o
  CC      lib/rhashtable.o
  CC      drivers/scsi/libsas/sas_event.o
  CC      lib/once.o
  CC      drivers/nvme/target/admin-cmd.o
  CC      net/unix/scm.o
  CC      drivers/nvme/target/fabrics-cmd.o
  CC      drivers/nvme/host/ioctl.o
  CC      drivers/gpu/drm/drm_dp_mst_topology.o
  CC      lib/refcount.o
  CC      lib/usercopy.o
  CC      drivers/scsi/libsas/sas_discover.o
  CC      drivers/nvme/target/discovery.o
  CC      drivers/nvme/target/io-cmd-file.o
  CC      lib/errseq.o
  CC      drivers/nvme/host/multipath.o
  CC      lib/bucket_locks.o
  CC      lib/generic-radix-tree.o
  CC      drivers/nvme/target/io-cmd-bdev.o
  AR      net/unix/built-in.a
  AR      net/ipv6/netfilter/built-in.a
  CC      net/ipv6/af_inet6.o
  CC      drivers/nvme/host/hwmon.o
  CC      drivers/scsi/libsas/sas_expander.o
  CC      net/ipv6/anycast.o
  CC      lib/string_helpers.o
  CC      drivers/nvme/host/pci.o
  CC      drivers/nvme/target/passthru.o
  CC      drivers/nvme/target/loop.o
  CC      net/ipv6/ip6_output.o
  CC      lib/hexdump.o
  CC      lib/kstrtox.o
  CC      drivers/nvme/target/fc.o
  CC      lib/debug_info.o
  CC      drivers/scsi/libsas/sas_scsi_host.o
  CC      drivers/gpu/drm/drm_atomic_helper.o
  CC      drivers/nvme/target/fcloop.o
  CC      drivers/scsi/megaraid/megaraid_sas_base.o
  CC      drivers/nvme/host/fabrics.o
  CC      lib/pci_iomap.o
  CC      drivers/nvme/target/tcp.o
  CC      drivers/scsi/libsas/sas_task.o
  CC      lib/iomap_copy.o
  CC      net/ipv6/ip6_input.o
  CC      lib/devres.o
  CC      drivers/nvme/host/fc.o
  CC      drivers/scsi/libsas/sas_ata.o
  CC      net/ipv6/addrconf.o
  CC      drivers/gpu/drm/drm_kms_helper_common.o
  AR      drivers/nvme/target/built-in.a
  CC      drivers/gpu/drm/drm_dp_dual_mode_helper.o
  CC      lib/hweight.o
  CC      lib/interval_tree.o
  CC      drivers/gpu/drm/drm_simple_kms_helper.o
  CC      drivers/scsi/megaraid/megaraid_sas_fusion.o
  CC      lib/assoc_array.o
  CC      net/ipv6/addrlabel.o
  CC      drivers/scsi/libsas/sas_host_smp.o
  CC      drivers/gpu/drm/drm_modeset_helper.o
  CC      lib/bitrev.o
  CC      lib/linear_ranges.o
  CC      drivers/nvme/host/tcp.o
  CC      drivers/gpu/drm/drm_scdc_helper.o
  CC      net/ipv6/route.o
  CC      lib/packing.o
  AR      drivers/scsi/libsas/built-in.a
  CC      drivers/scsi/ufs/ufshcd.o
  CC      drivers/gpu/drm/drm_gem_atomic_helper.o
  CC      drivers/scsi/megaraid/megaraid_sas_fp.o
  CC      lib/crc16.o
  CC      drivers/gpu/drm/drm_gem_framebuffer_helper.o
  CC      lib/crc-t10dif.o
  AR      drivers/nvme/host/built-in.a
  AR      drivers/nvme/built-in.a
  CC      drivers/gpu/drm/drm_atomic_state_helper.o
  CC      drivers/scsi/megaraid/megaraid_sas_debugfs.o
  CC      drivers/gpu/drm/drm_damage_helper.o
  CC      lib/crc-itu-t.o
  AR      drivers/scsi/megaraid/built-in.a
  CC      drivers/scsi/hisi_sas/hisi_sas_main.o
  CC      net/ipv6/ip6_fib.o
  CC      drivers/gpu/drm/drm_format_helper.o
  HOSTCC  lib/gen_crc32table
  CC      lib/crc7.o
  CC      drivers/gpu/drm/drm_self_refresh_helper.o
  CC      drivers/gpu/drm/bridge/panel.o
  CC      drivers/gpu/drm/drm_fb_helper.o
  CC      lib/libcrc32c.o
  CC      lib/crc8.o
  CC      drivers/scsi/ufs/ufs-sysfs.o
  CC      net/ipv6/ipv6_sockglue.o
  CC      drivers/gpu/drm/drm_fb_cma_helper.o
  CC      lib/xxhash.o
  CC      drivers/scsi/hisi_sas/hisi_sas_v1_hw.o
  CC      lib/genalloc.o
  CC      lib/percpu_counter.o
  CC      drivers/gpu/drm/drm_aperture.o
  CC      drivers/scsi/hisi_sas/hisi_sas_v2_hw.o
  CC      drivers/gpu/drm/drm_auth.o
  CC      lib/audit.o
  CC      lib/compat_audit.o
  CC      lib/syscall.o
  CC      lib/dynamic_debug.o
  CC      lib/errname.o
drivers/gpu/drm/drm_fb_helper.c: In function ‘auralic_display_logo’:
drivers/gpu/drm/drm_fb_helper.c:2518:5: warning: ISO C90 forbids mixed declarations and code [-Wdeclaration-after-statement]
 2518 |     struct fb_info *info = fb_helper->fbdev;
      |     ^~~~~~
drivers/gpu/drm/drm_fb_helper.c:2519:23: warning: unused variable ‘i’ [-Wunused-variable]
 2519 |         unsigned long i, line, row, offset;
      |                       ^
  CC      lib/nlattr.o
  CC      drivers/gpu/drm/drm_cache.o
  CC      net/ipv6/ndisc.o
  CC      lib/checksum.o
  CC      drivers/scsi/ufs/ufs-debugfs.o
  CC      drivers/scsi/hisi_sas/hisi_sas_v3_hw.o
  CC      lib/cpu_rmap.o
  CC      drivers/gpu/drm/drm_file.o
  CC      drivers/scsi/ufs/ufshcd-pltfrm.o
  CC      lib/dynamic_queue_limits.o
  CC      lib/glob.o
  CC      lib/strncpy_from_user.o
  CC      lib/strnlen_user.o
  CC      lib/net_utils.o
  AR      drivers/scsi/ufs/built-in.a
  CC      drivers/scsi/scsi.o
  CC      lib/sg_pool.o
  CC      drivers/gpu/drm/drm_gem.o
  CC      lib/stmp_device.o
  AR      drivers/scsi/hisi_sas/built-in.a
  CC      drivers/scsi/hosts.o
  CC      net/ipv6/udp.o
  CC      drivers/gpu/drm/drm_ioctl.o
  CC      lib/irq_poll.o
  CC      lib/asn1_decoder.o
  GEN     lib/oid_registry_data.c
  CC      lib/ucs2_string.o
  CC      drivers/scsi/scsi_ioctl.o
  CC      drivers/scsi/scsicam.o
  CC      lib/sbitmap.o
  CC      lib/devmem_is_allowed.o
  CC      drivers/gpu/drm/drm_irq.o
  CC      drivers/gpu/drm/drm_drv.o
  AR      lib/lib.a
  CC      drivers/gpu/drm/drm_sysfs.o
  GEN     lib/crc32table.h
  CC      lib/oid_registry.o
  CC      drivers/scsi/scsi_error.o
  CC      drivers/scsi/scsi_lib.o
  CC      lib/crc32.o
  CC      drivers/gpu/drm/drm_hashtab.o
  CC      drivers/gpu/drm/drm_mm.o
  CC      net/ipv6/udplite.o
  CC      drivers/gpu/drm/drm_crtc.o
  CC      drivers/gpu/drm/drm_fourcc.o
  CC      drivers/gpu/drm/drm_modes.o
  AR      lib/built-in.a
  CC      net/ipv6/raw.o
  CC      drivers/gpu/drm/drm_edid.o
  CC      drivers/gpu/drm/drm_displayid.o
  CC      net/ipv6/icmp.o
  CC      drivers/gpu/drm/drm_encoder_slave.o
  CC      drivers/scsi/scsi_lib_dma.o
  CC      drivers/scsi/scsi_scan.o
  CC      drivers/gpu/drm/drm_trace_points.o
  GEN     drivers/scsi/scsi_devinfo_tbl.c
  CC      drivers/scsi/scsi_devinfo.o
  CC      drivers/gpu/drm/drm_prime.o
  CC      drivers/gpu/drm/drm_rect.o
  CC      drivers/gpu/drm/drm_vma_manager.o
  CC      net/ipv6/mcast.o
  CC      drivers/scsi/scsi_sysctl.o
  CC      drivers/gpu/drm/drm_flip_work.o
  CC      drivers/scsi/scsi_debugfs.o
  CC      drivers/gpu/drm/drm_modeset_lock.o
  CC      drivers/scsi/scsi_trace.o
  CC      drivers/gpu/drm/drm_atomic.o
  CC      drivers/scsi/scsi_logging.o
  CC      drivers/gpu/drm/drm_bridge.o
  CC      drivers/scsi/scsi_pm.o
  CC      drivers/scsi/scsi_bsg.o
  CC      drivers/gpu/drm/drm_framebuffer.o
  CC      drivers/scsi/scsi_common.o
  CC      drivers/gpu/drm/drm_connector.o
  CC      net/packet/af_packet.o
  AR      net/bridge/netfilter/built-in.a
  CC      net/bridge/br.o
  CC      drivers/gpu/drm/drm_blend.o
  CC      drivers/gpu/drm/drm_encoder.o
  CC      drivers/scsi/scsi_transport_sas.o
  CC      drivers/gpu/drm/drm_mode_object.o
  CC      net/bridge/br_device.o
  CC      net/ipv6/reassembly.o
  CC      drivers/gpu/drm/drm_property.o
  CC      drivers/gpu/drm/drm_plane.o
  CC      drivers/gpu/drm/drm_color_mgmt.o
  CC      drivers/scsi/sd.o
  CC      drivers/gpu/drm/drm_print.o
drivers/scsi/sd.c: In function ‘sd_probe’:
drivers/scsi/sd.c:3520:5: warning: ISO C90 forbids mixed declarations and code [-Wdeclaration-after-statement]
 3520 |     int usb_index;
      |     ^~~
In file included from ./include/linux/kernel.h:19,
                 from ./include/linux/list.h:9,
                 from ./include/linux/module.h:12,
                 from drivers/scsi/sd.c:36:
drivers/scsi/sd.c:3525:69: warning: cast from pointer to integer of different size [-Wpointer-to-int-cast]
 3525 |             printk("disk:0x%x been cached by start/stop module!\n", (unsigned int)dev);
      |                                                                     ^
./include/linux/printk.h:456:33: note: in definition of macro ‘printk_index_wrap’
  456 |                 _p_func(_fmt, ##__VA_ARGS__);                           \
      |                                 ^~~~~~~~~~~
drivers/scsi/sd.c:3525:13: note: in expansion of macro ‘printk’
 3525 |             printk("disk:0x%x been cached by start/stop module!\n", (unsigned int)dev);
      |             ^~~~~~
drivers/scsi/sd.c:3556:1: warning: label ‘reget’ defined but not used [-Wunused-label]
 3556 | reget:
      | ^~~~~
In file included from ./include/linux/kernel.h:19,
                 from ./include/linux/list.h:9,
                 from ./include/linux/module.h:12,
                 from drivers/scsi/sd.c:36:
drivers/scsi/sd.c: In function ‘sd_info_remove’:
drivers/scsi/sd.c:3757:70: warning: cast from pointer to integer of different size [-Wpointer-to-int-cast]
 3757 |                 printk("disk:0x%x has been removed by sd_remove!\n", (unsigned int)dev);
      |                                                                      ^
./include/linux/printk.h:456:33: note: in definition of macro ‘printk_index_wrap’
  456 |                 _p_func(_fmt, ##__VA_ARGS__);                           \
      |                                 ^~~~~~~~~~~
drivers/scsi/sd.c:3757:17: note: in expansion of macro ‘printk’
 3757 |                 printk("disk:0x%x has been removed by sd_remove!\n", (unsigned int)dev);
      |                 ^~~~~~
drivers/scsi/sd.c: In function ‘sd_remove’:
drivers/scsi/sd.c:3804:78: warning: cast from pointer to integer of different size [-Wpointer-to-int-cast]
 3804 |                 printk("disk:0x%x has been removed by start/stop module!\n", (unsigned int)dev);
      |                                                                              ^
./include/linux/printk.h:456:33: note: in definition of macro ‘printk_index_wrap’
  456 |                 _p_func(_fmt, ##__VA_ARGS__);                           \
      |                                 ^~~~~~~~~~~
drivers/scsi/sd.c:3804:17: note: in expansion of macro ‘printk’
 3804 |                 printk("disk:0x%x has been removed by start/stop module!\n", (unsigned int)dev);
      |                 ^~~~~~
drivers/scsi/sd.c: In function ‘sdinfo_process_fn’:
drivers/scsi/sd.c:4115:75: warning: cast from pointer to integer of different size [-Wpointer-to-int-cast]
 4115 |                         printk("probe disk:0x%x by start/stop module!\n", (unsigned int)sd_info[i]);
      |                                                                           ^
./include/linux/printk.h:456:33: note: in definition of macro ‘printk_index_wrap’
  456 |                 _p_func(_fmt, ##__VA_ARGS__);                           \
      |                                 ^~~~~~~~~~~
drivers/scsi/sd.c:4115:25: note: in expansion of macro ‘printk’
 4115 |                         printk("probe disk:0x%x by start/stop module!\n", (unsigned int)sd_info[i]);
      |                         ^~~~~~
drivers/scsi/sd.c: In function ‘exit_sd’:
drivers/scsi/sd.c:4328:5: warning: this ‘if’ clause does not guard... [-Wmisleading-indentation]
 4328 |     if (sdinfo_task)
      |     ^~
drivers/scsi/sd.c:4331:9: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘if’
 4331 |         remove_proc_entry(SD_PROC_FILE, NULL);
      |         ^~~~~~~~~~~~~~~~~
  CC      net/bridge/br_fdb.o
  CC      net/ipv6/tcp_ipv6.o
  CC      drivers/gpu/drm/drm_dumb_buffers.o
  CC      drivers/gpu/drm/drm_mode_config.o
  CC      drivers/gpu/drm/drm_vblank.o
  CC      drivers/gpu/drm/drm_syncobj.o
  AR      net/packet/built-in.a
  CC      drivers/gpu/drm/drm_lease.o
  CC      drivers/gpu/drm/drm_writeback.o
  CC      drivers/scsi/sd_dif.o
  CC      drivers/gpu/drm/drm_client.o
  CC      drivers/gpu/drm/drm_client_modeset.o
  CC      drivers/scsi/sr.o
  CC      drivers/gpu/drm/drm_atomic_uapi.o
  CC      net/bridge/br_forward.o
  CC      drivers/gpu/drm/drm_hdcp.o
  CC      drivers/gpu/drm/drm_managed.o
  CC      net/ipv6/ping.o
  CC      drivers/scsi/sr_ioctl.o
  CC      drivers/gpu/drm/drm_vblank_work.o
  CC      drivers/gpu/drm/drm_agpsupport.o
  CC      drivers/gpu/drm/drm_bufs.o
  CC      drivers/scsi/sr_vendor.o
  CC      drivers/gpu/drm/drm_context.o
  CC      drivers/gpu/drm/drm_dma.o
  CC      drivers/gpu/drm/drm_legacy_misc.o
  CC      net/bridge/br_if.o
  CC      net/ipv6/exthdrs.o
  CC      drivers/gpu/drm/drm_lock.o
  CC      drivers/scsi/scsi_sysfs.o
  CC      net/ipv6/datagram.o
  CC      drivers/gpu/drm/drm_memory.o
  CC      drivers/gpu/drm/drm_scatter.o
  CC      drivers/gpu/drm/drm_vm.o
  CC      drivers/gpu/drm/drm_ioc32.o
  CC      drivers/gpu/drm/drm_gem_cma_helper.o
  CC      drivers/gpu/drm/drm_panel.o
  AR      drivers/scsi/built-in.a
  CC      drivers/ata/libata-core.o
  CC      drivers/gpu/drm/drm_of.o
  CC      net/bridge/br_input.o
  CC      net/ipv6/ip6_flowlabel.o
  CC      drivers/gpu/drm/drm_pci.o
  CC      drivers/gpu/drm/drm_debugfs.o
  CC      net/ipv6/inet6_connection_sock.o
  CC      drivers/gpu/drm/drm_debugfs_crc.o
  CC      drivers/gpu/drm/drm_mipi_dsi.o
  CC      net/ipv6/udp_offload.o
  CC      drivers/gpu/drm/drm_panel_orientation_quirks.o
  CC      net/bridge/br_ioctl.o
  CC      net/bridge/br_stp.o
  CC      net/ipv6/seg6.o
  CC      net/ipv6/fib6_notifier.o
  CC      net/ipv6/rpl.o
  CC      drivers/ata/libata-scsi.o
  AR      drivers/gpu/drm/built-in.a
  AR      drivers/gpu/built-in.a
  CC      drivers/spi/spi.o
  CC      drivers/ata/libata-eh.o
  CC      drivers/spi/spi-mem.o
  CC      net/bridge/br_stp_bpdu.o
  CC      drivers/ata/libata-transport.o
  CC      net/ipv6/ioam6.o
  CC      drivers/ata/libata-trace.o
  CC      net/bridge/br_stp_if.o
  CC      net/bridge/br_stp_timer.o
  CC      drivers/spi/spi-bitbang.o
  CC      drivers/ata/libata-sata.o
  CC      net/ipv6/sysctl_net_ipv6.o
  CC      net/bridge/br_netlink.o
  CC      net/bridge/br_netlink_tunnel.o
  CC      drivers/ata/libata-sff.o
  CC      net/ipv6/netfilter.o
  CC      net/ipv6/proc.o
  CC      drivers/ata/libata-pmp.o
  CC      drivers/spi/spi-cadence-quadspi.o
  CC      net/bridge/br_arp_nd_proxy.o
  CC      drivers/ata/libata-acpi.o
  CC      net/bridge/br_sysfs_if.o
  CC      net/ipv6/addrconf_core.o
  CC      drivers/spi/spi-fsl-lpspi.o
  CC      net/bridge/br_sysfs_br.o
  CC      drivers/ata/libata-pata-timings.o
  CC      drivers/ata/ahci.o
  CC      drivers/ata/libahci.o
  CC      net/bridge/br_multicast.o
  CC      drivers/ata/ahci_platform.o
  CC      drivers/spi/spi-fsl-qspi.o
  CC      net/ipv6/exthdrs_core.o
  CC      net/bridge/br_mdb.o
  CC      net/bridge/br_multicast_eht.o
  CC      drivers/ata/libahci_platform.o
  CC      drivers/ata/sata_sil24.o
  CC      drivers/spi/spi-nxp-fspi.o
  CC      net/bridge/br_vlan.o
  CC      drivers/ata/ahci_ceva.o
  CC      drivers/spi/spi-pl022.o
  CC      net/ipv6/ip6_checksum.o
  CC      net/bridge/br_vlan_tunnel.o
  CC      drivers/ata/ahci_imx.o
  CC      drivers/ata/ahci_xgene.o
  CC      drivers/ata/ahci_qoriq.o
  CC      drivers/spi/spi-rockchip.o
  CC      drivers/ata/pata_platform.o
  CC      drivers/ata/pata_of_platform.o
  CC      net/bridge/br_vlan_options.o
  CC      net/bridge/br_switchdev.o
  CC      net/ipv6/ip6_icmp.o
  CC      net/ipv6/output_core.o
  CC      net/ipv6/protocol.o
  CC      drivers/spi/spi-slave-time.o
  AR      drivers/ata/built-in.a
  CC      drivers/spi/spi-slave-system-control.o
  CC      drivers/spmi/spmi.o
  CC      net/ipv6/ip6_offload.o
  AR      net/bridge/built-in.a
  CC      net/ipv6/tcpv6_offload.o
  CC      net/ipv6/exthdrs_offload.o
  AR      drivers/spi/built-in.a
  CC      drivers/net/phy/mscc/mscc_main.o
  CC      net/ipv6/inet6_hashtables.o
  CC      net/ipv6/ip6_udp_tunnel.o
  CC      net/ipv6/mcast_snoop.o
  CC      drivers/net/phy/mscc/mscc_serdes.o
  AR      drivers/spmi/built-in.a
  AR      drivers/firewire/built-in.a
  CC      drivers/uio/uio.o
  CC      drivers/vfio/pci/vfio_pci_core.o
  CC      drivers/uio/uio_pci_generic.o
  CC      drivers/uio/uio_ivshmem.o
  CC      drivers/vfio/pci/vfio_pci_intrs.o
  CC      drivers/vfio/pci/vfio_pci_rdwr.o
  AR      drivers/uio/built-in.a
  CC      drivers/cdrom/cdrom.o
  CC      drivers/vfio/pci/vfio_pci_config.o
  AR      drivers/net/phy/mscc/built-in.a
  CC      drivers/net/phy/mdio-boardinfo.o
  CC      drivers/net/phy/mdio_devres.o
  CC      drivers/net/phy/phylink.o
  AR      net/ipv6/built-in.a
  CC      net/sunrpc/auth_gss/auth_gss.o
  CC      net/sunrpc/clnt.o
  CC      drivers/vfio/pci/vfio_pci.o
  CC      drivers/net/phy/phy.o
  CC      drivers/net/phy/phy-c45.o
  CC      drivers/net/phy/phy-core.o
  AR      drivers/vfio/pci/built-in.a
  CC      drivers/vfio/vfio.o
  CC      net/sunrpc/auth_gss/gss_generic_token.o
  CC      drivers/net/phy/phy_device.o
  AR      drivers/cdrom/built-in.a
  AR      drivers/auxdisplay/built-in.a
  CC      drivers/net/phy/linkmode.o
  CC      drivers/usb/common/common.o
  CC      drivers/usb/core/usb.o
  CC      drivers/usb/core/hub.o
  CC      drivers/vfio/virqfd.o
  CC      drivers/net/phy/mdio_bus.o
  CC      net/sunrpc/auth_gss/gss_mech_switch.o
  CC      drivers/net/phy/mdio_device.o
  CC      drivers/usb/common/usb-conn-gpio.o
  CC      drivers/vfio/vfio_iommu_type1.o
  CC      drivers/usb/core/hcd.o
  CC      drivers/usb/common/ulpi.o
  CC      net/sunrpc/auth_gss/svcauth_gss.o
  CC      drivers/net/phy/swphy.o
  CC      drivers/net/phy/aquantia_main.o
  CC      net/sunrpc/auth_gss/gss_rpc_upcall.o
  AR      drivers/usb/common/built-in.a
  CC      drivers/usb/phy/phy.o
  CC      drivers/net/phy/aquantia_hwmon.o
  AR      drivers/vfio/built-in.a
  CC      drivers/input/serio/serio.o
  CC      drivers/net/phy/at803x.o
  CC      net/sunrpc/xprt.o
  CC      drivers/usb/core/urb.o
  CC      drivers/net/phy/fixed_phy.o
  CC      drivers/usb/core/message.o
  CC      drivers/usb/phy/of.o
  CC      drivers/net/phy/inphi.o
  CC      drivers/input/serio/serport.o
  CC      net/sunrpc/auth_gss/gss_rpc_xdr.o
  CC      drivers/usb/core/driver.o
  CC      drivers/net/phy/micrel.o
  CC      drivers/input/serio/ambakmi.o
  CC      drivers/usb/phy/phy-generic.o
  CC      drivers/net/phy/nxp-tja11xx.o
  CC      net/sunrpc/auth_gss/trace.o
  CC      drivers/input/serio/libps2.o
  CC      net/sunrpc/socklib.o
  CC      drivers/usb/core/config.o
  CC      drivers/net/phy/realtek.o
  CC      drivers/net/phy/rockchip.o
  AR      net/sunrpc/auth_gss/built-in.a
  CC      net/sunrpc/xprtsock.o
  CC      drivers/usb/core/file.o
  CC      drivers/usb/phy/phy-mxs-usb.o
  AR      drivers/input/serio/built-in.a
  CC      drivers/input/keyboard/atkbd.o
  CC      drivers/input/mouse/psmouse-base.o
  CC      drivers/net/phy/vitesse.o
  CC      drivers/usb/core/buffer.o
  CC      drivers/usb/phy/phy-ulpi.o
  CC      net/sunrpc/sched.o
  CC      drivers/usb/core/sysfs.o
  CC      drivers/usb/core/endpoint.o
  AR      drivers/net/phy/built-in.a
  CC      drivers/net/mdio/acpi_mdio.o
  CC      drivers/input/keyboard/cros_ec_keyb.o
  CC      drivers/input/mouse/synaptics.o
  CC      drivers/usb/core/devio.o
  CC      drivers/usb/core/notify.o
  CC      drivers/usb/phy/phy-ulpi-viewport.o
  CC      drivers/input/keyboard/gpio_keys.o
  CC      drivers/net/mdio/fwnode_mdio.o
  CC      net/sunrpc/auth.o
  CC      drivers/input/mouse/focaltech.o
  CC      drivers/usb/core/generic.o
  CC      drivers/input/keyboard/rpmsg-keys.o
  CC      net/sunrpc/auth_null.o
  CC      drivers/input/mouse/alps.o
  AR      drivers/usb/phy/built-in.a
  CC      drivers/usb/dwc3/core.o
  CC      drivers/net/mdio/of_mdio.o
  CC      drivers/input/keyboard/snvs_pwrkey.o
  CC      drivers/usb/core/quirks.o
  CC      net/sunrpc/auth_unix.o
  CC      drivers/usb/core/devices.o
  CC      drivers/input/keyboard/bbnsm_pwrkey.o
  CC      drivers/usb/core/phy.o
  CC      net/sunrpc/svc.o
  CC      drivers/usb/dwc3/host.o
  CC      drivers/input/mouse/byd.o
  CC      drivers/net/mdio/mdio-bitbang.o
  CC      drivers/input/keyboard/imx_sc_pwrkey.o
  CC      drivers/usb/core/port.o
  CC      net/sunrpc/svcsock.o
  CC      drivers/input/mouse/logips2pp.o
  AR      drivers/input/keyboard/built-in.a
  CC      drivers/input/touchscreen/vtl/vtl_ts.o
  CC      drivers/usb/dwc3/gadget.o
  CC      drivers/usb/core/of.o
  CC      drivers/usb/core/hcd-pci.o
  CC      drivers/input/mouse/trackpoint.o
  CC      drivers/net/mdio/mdio-cavium.o
  AR      drivers/input/touchscreen/vtl/built-in.a
  AR      drivers/input/touchscreen/synaptics_dsx/built-in.a
  AR      drivers/input/touchscreen/built-in.a
  CC      drivers/input/misc/xen-kbdfront.o
  CC      drivers/input/mouse/cypress_ps2.o
  CC      drivers/usb/core/usb-acpi.o
  AR      drivers/input/misc/built-in.a
  CC      drivers/input/input.o
  CC      net/sunrpc/svcauth.o
  CC      net/sunrpc/svcauth_unix.o
  CC      drivers/net/mdio/mdio-thunder.o
  CC      drivers/input/mouse/psmouse-smbus.o
  CC      net/sunrpc/addr.o
  CC      drivers/usb/dwc3/ep0.o
  CC      drivers/net/mdio/mdio-mux.o
  AR      drivers/usb/core/built-in.a
  CC      drivers/usb/dwc2/core.o
  AR      drivers/input/mouse/built-in.a
  CC      drivers/input/input-compat.o
  CC      drivers/usb/dwc3/drd.o
  CC      drivers/usb/dwc2/core_intr.o
  CC      drivers/input/input-mt.o
  CC      drivers/input/input-poller.o
  CC      drivers/net/mdio/mdio-mux-mmioreg.o
  CC      net/sunrpc/rpcb_clnt.o
  CC      net/sunrpc/timer.o
  CC      drivers/net/mdio/mdio-mux-multiplexer.o
  CC      drivers/usb/dwc3/debugfs.o
  CC      drivers/input/ff-core.o
  CC      drivers/input/touchscreen.o
  CC      drivers/input/ff-memless.o
  CC      drivers/usb/dwc2/platform.o
  AR      drivers/net/mdio/built-in.a
  CC      drivers/net/pcs/pcs-xpcs.o
  CC      drivers/usb/dwc3/dwc3-pci.o
  CC      drivers/usb/dwc3/dwc3-haps.o
  CC      drivers/input/matrix-keymap.o
  CC      drivers/usb/dwc2/drd.o
  CC      drivers/input/input-leds.o
  CC      net/sunrpc/xdr.o
  CC      drivers/usb/dwc3/dwc3-of-simple.o
  CC      net/sunrpc/sunrpc_syms.o
  CC      net/sunrpc/cache.o
  CC      drivers/net/pcs/pcs-xpcs-nxp.o
  CC      drivers/input/evdev.o
  CC      drivers/net/pcs/pcs-lynx.o
  CC      drivers/usb/dwc2/params.o
  CC      drivers/usb/dwc3/dwc3-imx8mp.o
  CC      drivers/usb/dwc2/hcd.o
  AR      drivers/usb/dwc3/built-in.a
  AR      drivers/input/built-in.a
  CC      drivers/rtc/lib.o
  CC      drivers/usb/isp1760/isp1760-core.o
  AR      drivers/net/pcs/built-in.a
  CC      drivers/usb/isp1760/isp1760-if.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_pf.o
  CC      drivers/usb/isp1760/isp1760-hcd.o
  CC      drivers/usb/isp1760/isp1760-udc.o
  CC      drivers/rtc/class.o
  CC      drivers/rtc/interface.o
  CC      net/sunrpc/rpc_pipe.o
  CC      net/sunrpc/sysfs.o
  CC      drivers/net/ethernet/freescale/enetc/enetc.o
  CC      drivers/rtc/nvmem.o
  AR      drivers/usb/isp1760/built-in.a
  CC      drivers/net/ethernet/freescale/fec_main.o
  CC      drivers/rtc/dev.o
